Category,System,Subsystem
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Carotenoids -- gjo
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Dolichol metabolism
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Isoprenoid Biosynthesis: Interconversions
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Isoprenoid Biosynthesis
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Isoprenoinds for Quinones
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Mevalonate Branch of Isoprenoid Biosynthesis
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Myxoxanthophyll biosynthesis in Cyanobacteria
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Nonmevalonate Branch of Isoprenoid Biosynthesis
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Polyprenyl Diphosphate Biosynthesis
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Terpen biosynthesis
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,polyprenyl synthesis
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Cardiolipin synthesis
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid and Glycerophospholipid Metabolism in Bacteria
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Sphingolipid biosynthesis
"Fatty Acids, Lipids, and Isoprenoids",Triacylglycerols,Triacylglycerol metabolism
Iron acquisition and metabolism,Iron acquisition and metabolism - no subcategory,ABC-type iron transport system
Iron acquisition and metabolism,Iron acquisition and metabolism - no subcategory,ABC transporter [iron.B12.siderophore.hemin]
Iron acquisition and metabolism,Iron acquisition and metabolism - no subcategory,Campylobacter Iron Metabolism
Iron acquisition and metabolism,Iron acquisition and metabolism - no subcategory,Encapsulating protein for DyP-type peroxidase and ferritin-like protein oligomers
Iron acquisition and metabolism,Iron acquisition and metabolism - no subcategory,"Ferrous iron transporter EfeUOB, low-pH-induced"
Iron acquisition and metabolism,Iron acquisition and metabolism - no subcategory,"Heme, hemin uptake and utilization systems in GramNegatives"
Iron acquisition and metabolism,Iron acquisition and metabolism - no subcategory,"Heme, hemin uptake and utilization systems in GramPositives"
Iron acquisition and metabolism,Iron acquisition and metabolism - no subcategory,Hemin transport system
Iron acquisition and metabolism,Iron acquisition and metabolism - no subcategory,Iron(III) dicitrate transport system Fec
Iron acquisition and metabolism,Iron acquisition and metabolism - no subcategory,Iron acquisition in Streptococcus
Iron acquisition and metabolism,Iron acquisition and metabolism - no subcategory,Iron acquisition in Vibrio
Iron acquisition and metabolism,Iron acquisition and metabolism - no subcategory,Predicted dye-decolorizing peroxidases (DyP) of YfeX-like subgroup
Iron acquisition and metabolism,Iron acquisition and metabolism - no subcategory,Transport of Iron
Iron acquisition and metabolism,Iron transpot,Iron transport system including ABC transporter
Iron acquisition and metabolism,Siderophores,Alcaligin Siderophore
Iron acquisition and metabolism,Siderophores,Bacillibactin Siderophore
Iron acquisition and metabolism,Siderophores,Iron Scavenging cluster in Thermus
Iron acquisition and metabolism,Siderophores,Iron siderophore sensor & receptor system
Iron acquisition and metabolism,Siderophores,Petrobactin-mediated iron uptake system
Iron acquisition and metabolism,Siderophores,Salmochelin-mediated Iron Acquisition
Iron acquisition and metabolism,Siderophores,Siderophore [Alcaligin-like]
Iron acquisition and metabolism,Siderophores,Siderophore Achromobactin
Iron acquisition and metabolism,Siderophores,Siderophore Aerobactin
Iron acquisition and metabolism,Siderophores,Siderophore Anthrachelin
Iron acquisition and metabolism,Siderophores,Siderophore Desferrioxamine E
Iron acquisition and metabolism,Siderophores,Siderophore Enterobactin
Iron acquisition and metabolism,Siderophores,Siderophore Pyoverdine
Iron acquisition and metabolism,Siderophores,Siderophore Staphylobactin
Iron acquisition and metabolism,Siderophores,Siderophore Yersiniabactin Biosynthesis
Iron acquisition and metabolism,Siderophores,Siderophore assembly kit
Iron acquisition and metabolism,Siderophores,Siderophore brucebactin
Iron acquisition and metabolism,Siderophores,Siderophore pyochelin
Iron acquisition and metabolism,Siderophores,Vibrioferrin synthesis
Membrane Transport,Membrane Transport - no subcategory,Agrobacterium opine transport
Membrane Transport,Membrane Transport - no subcategory,Choline Transport
Membrane Transport,Membrane Transport - no subcategory,"Citrate Utilization System (CitAB, CitH, and tctABC)"
Membrane Transport,Membrane Transport - no subcategory,ECF class transporters
Membrane Transport,Membrane Transport - no subcategory,Phosphoglycerate transport system
Membrane Transport,Membrane Transport - no subcategory,Sodium-transporting ATPase (Methanosarcina)
Membrane Transport,Membrane Transport - no subcategory,Ton and Tol transport systems
Membrane Transport,Membrane Transport - no subcategory,Transport of Manganese
Membrane Transport,Membrane Transport - no subcategory,Transport of Molybdenum
Membrane Transport,Membrane Transport - no subcategory,Transport of Zinc
Membrane Transport,Membrane Transport - no subcategory,Tricarboxylate transport system
Membrane Transport,ABC transporters,ABC transporter alkylphosphonate (TC 3.A.1.9.1)
Membrane Transport,ABC transporters,ABC transporter branched-chain amino acid (TC 3.A.1.4.1)
Membrane Transport,ABC transporters,ABC transporter dipeptide (TC 3.A.1.5.2)
Membrane Transport,ABC transporters,ABC transporter of unknown substrate X
Membrane Transport,ABC transporters,ABC transporter oligopeptide (TC 3.A.1.5.1)
Membrane Transport,ABC transporters,ABC transporter tungstate (TC 3.A.1.6.2)
Membrane Transport,ABC transporters,ATP-dependent efflux pump transporter Ybh
Membrane Transport,ABC transporters,AttEFGH ABC Transport System
Membrane Transport,ABC transporters,Nucleoside ABC transporter cluster
Membrane Transport,ABC transporters,Peptide ABC transport system Sap
Membrane Transport,ABC transporters,Periplasmic-Binding-Protein-Dependent Transport System for α-Glucosides
Membrane Transport,ABC transporters,Xylose ABC transporter XylFGH
Membrane Transport,Cation transporters,Copper Transport System
Membrane Transport,Cation transporters,Copper transport and blue copper proteins
Membrane Transport,Cation transporters,Copper uptake system CopCD
Membrane Transport,Cation transporters,Magnesium transport
Membrane Transport,Cation transporters,Transport of Nickel and Cobalt
Membrane Transport,"Protein and nucleoprotein secretion system, Type IV",Bundle-forming pilus
Membrane Transport,"Protein and nucleoprotein secretion system, Type IV",Conjugative transfer
Membrane Transport,"Protein and nucleoprotein secretion system, Type IV",Dot-Icm type IV secretion system
Membrane Transport,"Protein and nucleoprotein secretion system, Type IV",IncF Conjugal Transfer System
Membrane Transport,"Protein and nucleoprotein secretion system, Type IV",Mannose-sensitive hemagglutinin type 4 pilus
Membrane Transport,"Protein and nucleoprotein secretion system, Type IV",Toxin co-regulated pilus
Membrane Transport,"Protein and nucleoprotein secretion system, Type IV","Type 4 conjugative transfer system, IncI1 type"
Membrane Transport,"Protein and nucleoprotein secretion system, Type IV",Type IV pilus
Membrane Transport,"Protein and nucleoprotein secretion system, Type IV",Vir-like type 4 secretion system
Membrane Transport,"Protein and nucleoprotein secretion system, Type IV",pVir Plasmid of Campylobacter
Membrane Transport,"Protein secretion system, Type I",Type I protein secretion systems
Membrane Transport,"Protein secretion system, Type I",Type I secretion system for aggregation
Membrane Transport,"Protein secretion system, Type II",CBSS-562.2.peg.633
Membrane Transport,"Protein secretion system, Type II",General Secretion Pathway
Membrane Transport,"Protein secretion system, Type II",Predicted secretion system W clustering with cell division proteins
Membrane Transport,"Protein secretion system, Type II",Predicted secretion system X
Membrane Transport,"Protein secretion system, Type II",Widespread colonization island
Membrane Transport,"Protein secretion system, Type III",CBSS-343509.6.peg.2644
Membrane Transport,"Protein secretion system, Type III",Type III secretion system
Membrane Transport,"Protein secretion system, Type III",Type III secretion system orphans
Membrane Transport,"Protein secretion system, Type III",Type III secretion systems
Membrane Transport,"Protein secretion system, Type V",Autotransporter proteins
Membrane Transport,"Protein secretion system, Type V",Two partner secretion pathway (TPS)
Membrane Transport,"Protein secretion system, Type V",Type Vc secretion systems
Membrane Transport,"Protein secretion system, Type VI",Type VI secretion systems
Membrane Transport,"Protein secretion system, Type VII (Chaperone/Usher pathway, CU)",Colonization factor antigen I fimbriae
Membrane Transport,"Protein secretion system, Type VII (Chaperone/Usher pathway, CU)",The fimbrial Sfm cluster
Membrane Transport,"Protein secretion system, Type VII (Chaperone/Usher pathway, CU)",The fimbrial Stf cluster
Membrane Transport,"Protein secretion system, Type VII (Chaperone/Usher pathway, CU)",The usher protein HtrE fimbrial cluster
Membrane Transport,"Protein secretion system, Type VII (Chaperone/Usher pathway, CU)","Type 1 pili (mannose-sensitive fimbriae, gamma-fimbriae)"
Membrane Transport,"Protein secretion system, Type VII (Chaperone/Usher pathway, CU)",alpha-Fimbriae
Membrane Transport,"Protein secretion system, Type VII (Chaperone/Usher pathway, CU)",alpha-related Fimbriae in Yersinia
Membrane Transport,"Protein secretion system, Type VII (Chaperone/Usher pathway, CU)",beta-Fimbriae
Membrane Transport,"Protein secretion system, Type VII (Chaperone/Usher pathway, CU)",kappa-Fimbriae
Membrane Transport,"Protein secretion system, Type VII (Chaperone/Usher pathway, CU)",sigma-Fimbriae
Membrane Transport,"Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)",Curli production
Membrane Transport,"Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)",Fap amyloid fiber secretion system
Membrane Transport,Protein translocation across cytoplasmic membrane,Bacterial signal recognition particle (SRP)
Membrane Transport,Protein translocation across cytoplasmic membrane,ESAT-6 proteins secretion system in Actinobacteria
Membrane Transport,Protein translocation across cytoplasmic membrane,ESAT-6 proteins secretion system in Firmicutes
Membrane Transport,Protein translocation across cytoplasmic membrane,EcsAB transporter affecting expression and secretion of secretory preproteins
Membrane Transport,Protein translocation across cytoplasmic membrane,HtrA and Sec secretion
Membrane Transport,Protein translocation across cytoplasmic membrane,SecY2-SecA2 Specialized Transport System
Membrane Transport,Protein translocation across cytoplasmic membrane,Twin-arginine translocation system
Membrane Transport,"Sugar Phosphotransferase Systems, PTS",Fructose and Mannose Inducible PTS
Membrane Transport,"Sugar Phosphotransferase Systems, PTS",Galactose-inducible PTS
Membrane Transport,"Sugar Phosphotransferase Systems, PTS",Sucrose-specific PTS
Membrane Transport,TRAP transporters,"2,3-diketo-L-gulonate TRAP transporter"
Membrane Transport,TRAP transporters,A TRAP transporter and a hypothetical
Membrane Transport,TRAP transporters,TRAP Transporter collection
Membrane Transport,TRAP transporters,TRAP Transporter unknown substrate 2
Membrane Transport,TRAP transporters,TRAP Transporter unknown substrate 3
Membrane Transport,TRAP transporters,TRAP Transporter unknown substrate 4
Membrane Transport,TRAP transporters,TRAP Transporter unknown substrate 5
Membrane Transport,TRAP transporters,TRAP Transporter unknown substrate 6
Membrane Transport,TRAP transporters,TRAP Transporter unknown substrate 7
Membrane Transport,TRAP transporters,TRAP Transporter unknown substrate 8
Membrane Transport,TRAP transporters,TRAP Transporter unknown substrate 9
Membrane Transport,Uni- Sym- and Antiporters,Multi-subunit cation antiporter
Membrane Transport,Uni- Sym- and Antiporters,"NhaA, NhaD and Sodium-dependent phosphate transporters"
Membrane Transport,Uni- Sym- and Antiporters,Proton-dependent Peptide Transporters
Metabolism of Aromatic Compounds,Metabolism of Aromatic Compounds - no subcategory,2-aminophenol Metabolism
Metabolism of Aromatic Compounds,Metabolism of Aromatic Compounds - no subcategory,Aromatic Amin Catabolism
Metabolism of Aromatic Compounds,Metabolism of Aromatic Compounds - no subcategory,Benzoate transport and degradation cluster
Metabolism of Aromatic Compounds,Metabolism of Aromatic Compounds - no subcategory,Cresol degradation
Metabolism of Aromatic Compounds,Metabolism of Aromatic Compounds - no subcategory,Gentisate degradation
Metabolism of Aromatic Compounds,Metabolism of Aromatic Compounds - no subcategory,Phenylacetyl-CoA catabolic pathway (core)
Metabolism of Aromatic Compounds,Metabolism of Aromatic Compounds - no subcategory,Toluene-o-xylene monooxygenase (ToMO)
Metabolism of Aromatic Compounds,Metabolism of Aromatic Compounds - no subcategory,Toluene 4-monooxygenase (T4MO)
Metabolism of Aromatic Compounds,Metabolism of Aromatic Compounds - no subcategory,carbazol degradation cluster
Metabolism of Aromatic Compounds,Anaerobic degradation of aromatic compounds,Acetophenone carboxylase 1
Metabolism of Aromatic Compounds,Anaerobic degradation of aromatic compounds,Anaerobic benzoate metabolism
Metabolism of Aromatic Compounds,Anaerobic degradation of aromatic compounds,Anaerobic toluene and ethylbenzene degradation
Metabolism of Aromatic Compounds,Anaerobic degradation of aromatic compounds,Hydroxyaromatic decarboxylase family
Metabolism of Aromatic Compounds,Metabolism of central aromatic intermediates,4-Hydroxyphenylacetic acid catabolic pathway
Metabolism of Aromatic Compounds,Metabolism of central aromatic intermediates,Catechol branch of beta-ketoadipate pathway
Metabolism of Aromatic Compounds,Metabolism of central aromatic intermediates,Central meta-cleavage pathway of aromatic compound degradation
Metabolism of Aromatic Compounds,Metabolism of central aromatic intermediates,Homogentisate pathway of aromatic compound degradation
Metabolism of Aromatic Compounds,Metabolism of central aromatic intermediates,N-heterocyclic aromatic compound degradation
Metabolism of Aromatic Compounds,Metabolism of central aromatic intermediates,Protocatechuate branch of beta-ketoadipate pathway
Metabolism of Aromatic Compounds,Metabolism of central aromatic intermediates,Salicylate and gentisate catabolism
Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,Benzoate degradation
Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,Biphenyl Degradation
Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,Chloroaromatic degradation pathway
Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,Chlorobenzoate degradation
Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,Naphtalene and antracene degradation
Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,Phenol hydroxylase
Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,Phenylpropanoid compound degradation
Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,Pyrene degradation
Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,Quinate degradation
Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,Salicylate ester degradation
Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,Toluene degradation
Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,n-Phenylalkanoic acid degradation
Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,p-Hydroxybenzoate degradation
Miscellaneous,Miscellaneous - no subcategory,Archease
Miscellaneous,Miscellaneous - no subcategory,Archease2
Miscellaneous,Miscellaneous - no subcategory,Aromatic dioxygenase mess
Miscellaneous,Miscellaneous - no subcategory,Bacillus subtilis scratch - gjo
Miscellaneous,Miscellaneous - no subcategory,Biolumenescence
Miscellaneous,Miscellaneous - no subcategory,Broadly distributed proteins not in subsystems
Miscellaneous,Miscellaneous - no subcategory,Carbonate Biomineralization
Miscellaneous,Miscellaneous - no subcategory,Corrinoid Methyltransferases
Miscellaneous,Miscellaneous - no subcategory,DedA family of inner membrane proteins
Miscellaneous,Miscellaneous - no subcategory,Dioxygenases (EC 1.13.11.-)
Miscellaneous,Miscellaneous - no subcategory,Dioxygenases (EC 1.14.12.-)
Miscellaneous,Miscellaneous - no subcategory,Hypothetical protein HNE 2485
Miscellaneous,Miscellaneous - no subcategory,Lignin degradation fragments
Miscellaneous,Miscellaneous - no subcategory,Luciferases
Miscellaneous,Miscellaneous - no subcategory,Muconate lactonizing enzyme family
Miscellaneous,Miscellaneous - no subcategory,Phosphoglycerate mutase protein family
Miscellaneous,Miscellaneous - no subcategory,Sphingolipids in prokaryotes
Miscellaneous,Miscellaneous - no subcategory,Tungstate strays
Miscellaneous,Miscellaneous - no subcategory,YaaA
Miscellaneous,Miscellaneous - no subcategory,YbbK
Miscellaneous,Miscellaneous - no subcategory,YrdC-YciO-Sua5 and associated protein families (gjo temp)
Miscellaneous,Miscellaneous - no subcategory,ZZ gjo cyanobacterial need homes
Miscellaneous,Miscellaneous - no subcategory,ZZ gjo need homes
Miscellaneous,Miscellaneous - no subcategory,ZZ gjo need homes 2
Miscellaneous,Miscellaneous - no subcategory,ZZ gjo need homes 3
Miscellaneous,Conversion of Succinyl-CoA to Propionyl-CoA,Conversion of succinate to propionate
Miscellaneous,Plant-Prokaryote DOE project,At1g01770
Miscellaneous,Plant-Prokaryote DOE project,At1g10830
Miscellaneous,Plant-Prokaryote DOE project,At1g14345
Miscellaneous,Plant-Prokaryote DOE project,At1g21350
Miscellaneous,Plant-Prokaryote DOE project,At1g24340
Miscellaneous,Plant-Prokaryote DOE project,At1g26220 At1g32070
Miscellaneous,Plant-Prokaryote DOE project,At1g33290 At1g73170 At3g10420
Miscellaneous,Plant-Prokaryote DOE project,At1g48360
Miscellaneous,Plant-Prokaryote DOE project,At1g52510 AT4G12830 (COG0596)
Miscellaneous,Plant-Prokaryote DOE project,At1g54520
Miscellaneous,Plant-Prokaryote DOE project,At1g69340 At2g40600
Miscellaneous,Plant-Prokaryote DOE project,At2g23840
Miscellaneous,Plant-Prokaryote DOE project,At2g33980 At1g28960
Miscellaneous,Plant-Prokaryote DOE project,At2g44920 At1g12250
Miscellaneous,Plant-Prokaryote DOE project,At3g21300
Miscellaneous,Plant-Prokaryote DOE project,At3g50560
Miscellaneous,Plant-Prokaryote DOE project,At4g10620 At3g57180 At3g47450
Miscellaneous,Plant-Prokaryote DOE project,At4g17370
Miscellaneous,Plant-Prokaryote DOE project,At4g38090
Miscellaneous,Plant-Prokaryote DOE project,At5g04520 AT1G06240
Miscellaneous,Plant-Prokaryote DOE project,At5g11840 At5g67370
Miscellaneous,Plant-Prokaryote DOE project,At5g37530
Miscellaneous,Plant-Prokaryote DOE project,At5g38900
Miscellaneous,Plant-Prokaryote DOE project,At5g48545 and At3g56490 At1g31160
Miscellaneous,Plant-Prokaryote DOE project,At5g63420
Miscellaneous,Plant-Prokaryote DOE project,COG0277
Miscellaneous,Plant-Prokaryote DOE project,COG0398
Miscellaneous,Plant-Prokaryote DOE project,COG0451
Miscellaneous,Plant-Prokaryote DOE project,COG0523
Miscellaneous,Plant-Prokaryote DOE project,COG1565
Miscellaneous,Plant-Prokaryote DOE project,COG1836
Miscellaneous,Plant-Prokaryote DOE project,COG2078
Miscellaneous,Plant-Prokaryote DOE project,COG2302
Miscellaneous,Plant-Prokaryote DOE project,COG2363
Miscellaneous,Plant-Prokaryote DOE project,COG2509
Miscellaneous,Plant-Prokaryote DOE project,COG3146 experimental
Miscellaneous,Plant-Prokaryote DOE project,COG3380 COG2907
Miscellaneous,Plant-Prokaryote DOE project,COG3533
Miscellaneous,Plant-Prokaryote DOE project,COG3760
Miscellaneous,Plant-Prokaryote DOE project,COG4319
Miscellaneous,Plant-Prokaryote DOE project,Conserved gene cluster possibly involved in RNA metabolism
Miscellaneous,Plant-Prokaryote DOE project,DMT transporter
Miscellaneous,Plant-Prokaryote DOE project,DOE COG2016
Miscellaneous,Plant-Prokaryote DOE project,DOE COG3533
Miscellaneous,Plant-Prokaryote DOE project,Experimental-COG2515
Miscellaneous,Plant-Prokaryote DOE project,Experimental-PTPS
Miscellaneous,Plant-Prokaryote DOE project,Experimental-Ubiquinone BiosynthesisVDC
Miscellaneous,Plant-Prokaryote DOE project,Experimental-yggC
Miscellaneous,Plant-Prokaryote DOE project,Experimental - Histidine Degradation
Miscellaneous,Plant-Prokaryote DOE project,Iojap
Miscellaneous,Plant-Prokaryote DOE project,Iron-sulfur cluster assembly
Miscellaneous,Plant-Prokaryote DOE project,Niacin-Choline transport and metabolism
Miscellaneous,Plant-Prokaryote DOE project,Omega-amidase
Miscellaneous,Plant-Prokaryote DOE project,PROSC
Miscellaneous,Plant-Prokaryote DOE project,Scaffold proteins for [4Fe-4S] cluster assembly (MRP family)
Miscellaneous,Plant-Prokaryote DOE project,Single-Rhodanese-domain proteins
Miscellaneous,Plant-Prokaryote DOE project,Synechocystis experimental
Miscellaneous,Plant-Prokaryote DOE project,YebC
Miscellaneous,Plant-Prokaryote DOE project,YggW
Miscellaneous,Plant-Prokaryote DOE project,"YhgI, YhgH"
Miscellaneous,Plant-Prokaryote DOE project,YrdC-YciO-Sua5 protein family
Motility and Chemotaxis,Motility and Chemotaxis - no subcategory,Bacterial Chemotaxis
Motility and Chemotaxis,Motility and Chemotaxis - no subcategory,Chemotaxis cluster in Vibrio
Motility and Chemotaxis,Flagellar motility in Prokaryota,Additional flagellar genes in Vibrionales
Motility and Chemotaxis,Flagellar motility in Prokaryota,Archaeal Flagellum
Motility and Chemotaxis,Flagellar motility in Prokaryota,Flagellar motility
Motility and Chemotaxis,Flagellar motility in Prokaryota,Flagellum
Motility and Chemotaxis,Flagellar motility in Prokaryota,Flagellum in Campylobacter
Motility and Chemotaxis,Magnetotaxis,Magnetosome
Motility and Chemotaxis,Social motility and nonflagellar swimming in bacteria,Bacterial motility:Gliding
Motility and Chemotaxis,Social motility and nonflagellar swimming in bacteria,Control of Swarming in Vibrio and Shewanella species
Motility and Chemotaxis,Social motility and nonflagellar swimming in bacteria,Rhamnolipids in Pseudomonas
Nitrogen Metabolism,Nitrogen Metabolism - no subcategory,Allantoin Utilization
Nitrogen Metabolism,Nitrogen Metabolism - no subcategory,Amidase clustered with urea and nitrile hydratase functions
Nitrogen Metabolism,Nitrogen Metabolism - no subcategory,Ammonia assimilation
Nitrogen Metabolism,Nitrogen Metabolism - no subcategory,Cyanate hydrolysis
Nitrogen Metabolism,Nitrogen Metabolism - no subcategory,Dissimilatory nitrite reductase
Nitrogen Metabolism,Nitrogen Metabolism - no subcategory,Nitrate and nitrite ammonification
Nitrogen Metabolism,Nitrogen Metabolism - no subcategory,Nitric oxide synthase
Nitrogen Metabolism,Nitrogen Metabolism - no subcategory,Nitrilase
Nitrogen Metabolism,Nitrogen Metabolism - no subcategory,Nitrogen fixation
Nitrogen Metabolism,Nitrogen Metabolism - no subcategory,Nitrosative stress
Nitrogen Metabolism,Denitrification,Denitrification
Nitrogen Metabolism,Denitrification,Denitrifying reductase gene clusters
Nucleosides and Nucleotides,Nucleosides and Nucleotides - no subcategory,AMP to 3-phosphoglycerate
Nucleosides and Nucleotides,Nucleosides and Nucleotides - no subcategory,Adenosyl nucleosidases
Nucleosides and Nucleotides,Nucleosides and Nucleotides - no subcategory,Hydantoin metabolism
Nucleosides and Nucleotides,Nucleosides and Nucleotides - no subcategory,Pseudouridine catabolism
Nucleosides and Nucleotides,Nucleosides and Nucleotides - no subcategory,Ribonucleotide reduction
Nucleosides and Nucleotides,Nucleosides and Nucleotides - no subcategory,dNTP triphosphohydrolase protein family
Nucleosides and Nucleotides,Detoxification,Housecleaning nucleoside triphosphate pyrophosphatases
Nucleosides and Nucleotides,Detoxification,Nucleoside triphosphate pyrophosphohydrolase MazG
Nucleosides and Nucleotides,Detoxification,Nudix proteins (nucleoside triphosphate hydrolases)
Nucleosides and Nucleotides,Purines,A hypothetical coupled to de Novo Purine Biosynthesis
Nucleosides and Nucleotides,Purines,CBSS-314260.3.peg.2133
Nucleosides and Nucleotides,Purines,De Novo Purine Biosynthesis
Nucleosides and Nucleotides,Purines,GMP synthase
Nucleosides and Nucleotides,Purines,Nucleoside uptake and degradation cluster
Nucleosides and Nucleotides,Purines,Purine Utilization
Nucleosides and Nucleotides,Purines,Purine conversions
Nucleosides and Nucleotides,Purines,Purine nucleotide synthesis regulator
Nucleosides and Nucleotides,Purines,Xanthine Metabolism in Bacteria
Nucleosides and Nucleotides,Purines,Xanthine dehydrogenase subunits
Nucleosides and Nucleotides,Purines,Xanthosine utilization (xap region)
Nucleosides and Nucleotides,Pyrimidines,De Novo Pyrimidine Synthesis
Nucleosides and Nucleotides,Pyrimidines,Novel non-oxidative pathway of Uracil catabolism
Nucleosides and Nucleotides,Pyrimidines,Pyrimidine utilization
Nucleosides and Nucleotides,Pyrimidines,pyrimidine conversions
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages, Transposable elements, Plasmids - no subcategory",Integrons
"Phages, Prophages, Transposable elements, Plasmids",Gene Transfer Agent (GTA),Gene Transfer Agent
"Phages, Prophages, Transposable elements, Plasmids",Gene Transfer Agent (GTA),Gene Transfer Agent (GTA) Genes
"Phages, Prophages, Transposable elements, Plasmids",Pathogenicity islands,Listeria Pathogenicity Island LIPI-1 extended
"Phages, Prophages, Transposable elements, Plasmids",Pathogenicity islands,Staphylococcal pathogenicity islands SaPI
"Phages, Prophages, Transposable elements, Plasmids",Pathogenicity islands,Vibrio pathogenicity island
"Phages, Prophages, Transposable elements, Plasmids",Phage family-specific subsystems,T4-like phage core proteins
"Phages, Prophages, Transposable elements, Plasmids",Phage family-specific subsystems,T7-like cyanophage core proteins
"Phages, Prophages, Transposable elements, Plasmids",Phage family-specific subsystems,T7-like non-cyanophage core proteins
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Alphaproteobacteria prophages test
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages","Bacterial Endolysins: autolysins, phage, and phage-like lysins"
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",CBSS-Phage terminase neighborhood
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",IbrA and IbrB: co-activators of prophage gene expression
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Listeria phi-A118-like prophages
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage DNA synthesis
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage Dual Exonuclease Exclusion
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage Ea cluster
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage baseplate proteins
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage capsid proteins
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage entry and exit
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage integration and excision
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage introns
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage lysis modules
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage neck proteins
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage nin genes - N-independent survival
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage packaging machinery
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage regulation of gene expression
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage replication
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage tail fiber proteins
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage tail proteins
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage tail proteins 2
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage virion particles involved in DNA ejection
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Prophage-encoded Rst operon
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Prophage lysogenic conversion modules
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Staphylococcal phi-Mu50B-like prophages
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",T4-like phages core proteins
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",T7-like phage core proteins
"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",r1t-like streptococcal phages
"Phages, Prophages, Transposable elements, Plasmids",Plasmid related functions,F plasmid replication
"Phages, Prophages, Transposable elements, Plasmids",Plasmid related functions,Plasmid-encoded T-DNA transfer
"Phages, Prophages, Transposable elements, Plasmids",Plasmid related functions,Plasmid-encoded conjugative DNA transfer
